site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD,EMEP_noBD,EMEP_BD
SE0022R,2018-03-30 00:00:00,2018-03-31 00:00:00,24.0,0.06,0.16065658677395325,0.16103809576149478,0.05090416666666667,0.050929166666666664
SE0022R,2018-03-31 00:00:00,2018-04-01 00:00:00,24.0,0.1,0.2856736057188255,0.2864133421845179,0.08877916666666667,0.0890875
SE0022R,2018-04-01 00:00:00,2018-04-02 00:00:00,24.0,0.27,0.6297826763005726,0.6288581307902902,0.32647916666666665,0.32595
SE0022R,2018-04-02 00:00:00,2018-04-03 00:00:00,24.0,0.08,0.3075461280156852,0.30624245705331155,0.10580416666666666,0.10550416666666666
SE0022R,2018-04-03 00:00:00,2018-04-04 00:00:00,24.0,0.06,0.08968818196623211,0.08909923928259354,0.04786666666666667,0.044887500000000004
SE0022R,2018-04-04 00:00:00,2018-04-05 00:00:00,24.0,0.19,0.267135976174021,0.26691348605195747,0.16619166666666665,0.16540416666666666
SE0022R,2018-04-05 00:00:00,2018-04-06 00:00:00,24.0,0.1,0.19987148040483083,0.19940527629192206,0.16486666666666663,0.16274166666666667
SE0022R,2018-04-06 00:00:00,2018-04-07 00:00:00,24.0,0.03,0.054624869901296384,0.05365729706159072,0.040775,0.0404125
SE0022R,2018-04-07 00:00:00,2018-04-08 00:00:00,24.0,0.03,0.06642163566458735,0.06524269340649604,0.052925,0.05249583333333333
SE0022R,2018-04-08 00:00:00,2018-04-09 00:00:00,24.0,0.09,0.21998356083039763,0.218714465038952,0.21705416666666666,0.21635416666666665
SE0022R,2018-04-09 00:00:00,2018-04-10 00:00:00,24.0,0.08,0.16036533957993507,0.1584872746150033,0.11768333333333332,0.11617916666666665
SE0022R,2018-04-10 00:00:00,2018-04-11 00:00:00,24.0,0.04,0.09944863372725608,0.09644009779479183,0.030354166666666665,0.030266666666666664
SE0022R,2018-04-11 00:00:00,2018-04-12 00:00:00,24.0,0.13,0.17480561301378103,0.1726523913400837,0.07341666666666667,0.07314583333333334
SE0022R,2018-04-12 00:00:00,2018-04-13 00:00:00,24.0,0.16,0.23656237226410995,0.23443289888392402,0.08104583333333333,0.0810375
SE0022R,2018-04-13 00:00:00,2018-04-14 00:00:00,24.0,0.22,0.41087000586133465,0.4065481228856571,0.15912083333333335,0.15937916666666666
SE0022R,2018-04-14 00:00:00,2018-04-15 00:00:00,24.0,0.19,0.43155553102189464,0.4258664096091486,0.13780416666666664,0.13770416666666666
