par,site,Simcase,RMSE,MB,Corr,N
NH3,SE0020R,DEHM_BD,0.42140853790142424,0.13559274683385852,0.4165788804113396,365
NH3,SE0020R,EMEP_noBD,0.5935462557906375,0.35943255161802656,0.664512147747822,365
NH3,SE0020R,EMEP_BD,0.39233890805125354,0.10495029729998012,0.6284034914544595,365
NH3,SE0020R,MATCH_noBD,0.5210492920301867,-0.009450067475759388,0.4363200711296901,365
NH3,SE0020R,MATCH_BD,0.47848995030117397,-0.12767286256462182,0.34804803838965725,365
NH3,SE0022R,DEHM_noBD,0.20974641666945515,0.08808730748873397,0.49149008000527167,354
NH3,SE0022R,DEHM_BD,0.20762074892916327,-0.004957685055595771,0.3007606676702591,354
NH3,SE0022R,EMEP_noBD,0.2889368067117296,0.18216169997764042,0.7007923424275491,354
NH3,SE0022R,EMEP_BD,0.19296054866989873,0.07415349395190493,0.6762615673773466,354
NH3,SE0022R,MATCH_noBD,0.40435856637000034,0.08778559946982407,0.14593040305203242,354
NH3,SE0022R,MATCH_BD,0.262799230694759,-0.01950324785761391,0.19285766622115139,354
