LC,LAI,SAI,T2,RH,VPD,PS,ZEN,RAIN,dsnow,PARdbh,PARdif,PARsun,PARshade,Hd,LE,UREF,USTmod,UST,LAIsunfrac,Fphen,Flight,Fsun,Ftemp,Fvpd,FSW,Fenv,gsto,gsun,FstO3,Ra,Rb,Gns,Gsto,Rsur,Vg3NH3,NH3_ppb,Time
9,2.016,2.516,1.459,0.998,0.001,987.4,108.9,0.01955,0.001526, 0.000E+00,0.0,0.0,0.0,-13.21,2.362,2.754,0.3563,0.1524,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,118.6,44.86,0.09126,0.0,10.96,0.007742,0.0671,2018-01-02 05:00:00
9,2.016,2.516,1.763,0.998,0.001,987.7,101.9,0.1226,0.001526, 0.000E+00,0.0,0.0,0.0,-23.89,3.674,2.925,0.4294,0.1615,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112.2,42.33,0.09126,0.0,10.96,0.008161,0.07036,2018-01-02 06:00:00
9,2.016,2.516,1.986,0.998,0.001,988.2,95.51,0.1226,0.001526, 0.000E+00,0.0,0.0,0.0,-23.89,3.674,3.07,0.4294,0.1695,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.8,40.33,0.08301,0.0,12.05,0.008451,0.1026,2018-01-02 07:00:00
9,2.016,2.516,2.209,0.998,0.001,988.7,90.14,0.1226,0.001526, 0.000E+00,0.0,0.0,0.0,-23.89,3.674,3.215,0.4295,0.1776,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,38.5,0.06876,0.0,14.54,0.00862,0.1627,2018-01-02 08:00:00
9,2.016,2.516,2.432,0.998,0.001,989.2,86.09,0.1504,0.001526, 3.499E-02,4.767,2.364,2.108,-19.2,10.18,3.361,0.5003,0.1922,0.06771,1.0,0.0837,0.09266,0.01,1.0,1.0,0.000837,5.178e-06,5.733e-06,0.0,90.95,35.56,0.06163,1.432e-05,16.22,0.009121,0.2159,2018-01-02 09:00:00
9,2.016,2.516,2.627,0.994,0.005,989.6,83.6,0.1504,0.001526, 1.594E-01,9.688,5.004,4.289,-19.2,10.18,3.531,0.5004,0.202,0.1106,1.0,0.1644,0.186,0.01,1.0,1.0,0.001644,1.018e-05,1.152e-05,0.0,86.57,33.85,0.05995,2.815e-05,16.67,0.009471,0.2098,2018-01-02 10:00:00
9,2.016,2.516,2.821,0.989,0.008,990.0,82.86,0.1504,0.001526, 2.097E-01,11.38,5.882,5.038,-19.2,10.18,3.739,0.5005,0.2138,0.1232,1.0,0.1906,0.2149,0.01,1.0,1.0,0.001906,1.181e-05,1.331e-05,0.0,81.75,31.96,0.05477,3.265e-05,18.25,0.009783,0.1892,2018-01-02 11:00:00
9,2.016,2.516,3.016,0.984,0.012,990.3,83.93,0.1633,0.001526, 1.380E-01,8.944,4.612,3.959,-14.82,3.757,3.978,0.4269,0.2255,0.1048,1.0,0.1526,0.1728,0.01,1.0,1.0,0.001526,9.462e-06,1.071e-05,0.0,78.21,30.31,0.06208,2.616e-05,16.1,0.01044,0.173,2018-01-02 12:00:00
9,2.016,2.516,2.884,0.985,0.011,990.8,86.73,0.1633,0.002289, 1.727E-02,3.755,1.811,1.66,-14.82,3.757,3.881,0.4267,0.22,0.05656,1.0,0.06632,0.07179,0.01,1.0,1.0,0.0006632,4.109e-06,4.448e-06,0.0,80.19,31.07,0.06032,1.136e-05,16.58,0.01018,0.1651,2018-01-02 13:00:00
9,2.016,2.516,2.753,0.986,0.01,991.2,91.05,0.1633,0.003052, 0.000E+00,0.0,0.0,0.0,-14.82,3.757,3.791,0.4265,0.2149,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.1,31.81,0.06771,0.0,14.77,0.01016,0.1352,2018-01-02 14:00:00
