LC,LAI,SAI,T2,RH,VPD,PS,ZEN,RAIN,dsnow,PARdbh,PARdif,PARsun,PARshade,Hd,LE,UREF,USTmod,UST,LAIsunfrac,Fphen,Flight,Fsun,Ftemp,Fvpd,FSW,Fenv,gsto,gsun,FstO3,Ra,Rb,Gns,Gsto,Rsur,Vg3NH3,NH3_ppb,Time
9,2.027,2.527,-4.868,0.788,0.09,1027.0,82.78,0.0001072,0.02442, 4.421E+00,23.4,28.15,10.55,5.943,1.534,2.105,0.3274,0.1284,0.1239,1.0,0.3934,0.6858,0.01,1.0,1.0,0.003934,2.369e-05,4.13e-05,0.0,124.6,53.25,0.001429,6.586e-05,669.2,0.00301,0.2851,2019-01-03 11:00:00
9,2.027,2.527,-4.344,0.745,0.113,1027.0,83.85,0.001702,0.02442, 8.453E-01,13.44,9.912,5.969,-5.946,0.6817,1.743,0.2054,0.1,0.1058,1.0,0.2301,0.3348,0.01,1.0,1.0,0.002301,1.388e-05,2.02e-05,0.0,196.3,68.35,0.001429,3.86e-05,681.6,0.002658,0.3317,2019-01-03 12:00:00
9,2.027,2.527,-3.966,0.73,0.123,1027.0,86.64,0.001702,0.02238, 1.091E-01,5.97,3.566,2.636,-5.946,0.6817,1.548,0.2056,0.1,0.05791,1.0,0.1047,0.1364,0.01,1.0,1.0,0.001047,6.326e-06,8.243e-06,0.0,196.2,68.35,0.001429,1.759e-05,691.5,0.002653,0.3741,2019-01-03 13:00:00
9,2.027,2.527,-3.588,0.716,0.133,1026.0,90.95,0.001702,0.02035, 0.000E+00,0.0,0.0,0.0,-5.946,0.6817,1.794,0.2057,0.1,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,196.1,68.35,0.001429,0.0,700.0,0.002648,0.402,2019-01-03 14:00:00
9,2.027,2.527,-3.21,0.701,0.144,1026.0,96.52,0.1895,0.01831, 0.000E+00,0.0,0.0,0.0,-2.974,4.277,2.345,0.4538,0.1382,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.8,49.46,0.001429,0.0,700.0,0.00307,0.4948,2019-01-03 15:00:00
9,2.027,2.527,-2.838,0.73,0.134,1025.0,103.0,0.1895,0.01933, 0.000E+00,0.0,0.0,0.0,-2.974,4.277,2.782,0.4544,0.164,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.5,41.68,0.001429,0.0,700.0,0.003275,0.5035,2019-01-03 16:00:00
9,2.027,2.527,-2.467,0.759,0.123,1024.0,110.2,0.1895,0.02035, 0.000E+00,0.0,0.0,0.0,-2.974,4.277,3.225,0.4549,0.1901,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.25,35.96,0.001429,0.0,700.0,0.003445,0.481,2019-01-03 17:00:00
9,2.027,2.527,-2.095,0.788,0.111,1023.0,117.6,0.04003,0.02136, 0.000E+00,0.0,0.0,0.0,-17.74,2.779,3.671,0.4735,0.2095,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.61,32.62,0.001429,0.0,700.0,0.003548,0.5282,2019-01-03 18:00:00
9,2.027,2.527,-1.613,0.812,0.102,1022.0,125.0,0.04003,0.02136, 0.000E+00,0.0,0.0,0.0,-17.74,2.779,3.46,0.4742,0.1975,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.67,34.6,0.001429,0.0,700.0,0.009611,0.3722,2019-01-03 19:00:00
9,2.027,2.527,-1.132,0.835,0.093,1021.0,131.9,0.04003,0.02136, 0.000E+00,0.0,0.0,0.0,-17.74,2.779,3.386,0.4749,0.1933,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.59,35.36,0.001429,0.0,700.0,0.009642,0.1915,2019-01-03 20:00:00
9,2.027,2.527,-0.65,0.859,0.082,1020.0,137.6,0.02012,0.02136, 0.000E+00,0.0,0.0,0.0,-44.75,7.688,3.457,0.5269,0.1911,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.66,35.77,0.005391,0.0,185.5,0.009693,0.08934,2019-01-03 21:00:00
9,2.027,2.527,0.309,0.825,0.11,1018.0,141.4,0.02012,0.02136, 0.000E+00,0.0,0.0,0.0,-44.75,7.688,3.612,0.5281,0.1997,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.53,34.22,0.008446,0.0,118.4,0.009806,0.07966,2019-01-03 22:00:00
9,2.027,2.527,1.267,0.79,0.14,1017.0,142.6,0.02012,0.02136, 0.000E+00,0.0,0.0,0.0,-44.75,7.688,3.94,0.5293,0.218,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.92,31.36,0.01429,0.0,70.0,0.01018,0.08432,2019-01-03 23:00:00
9,2.038,2.538,2.225,0.756,0.175,1016.0,140.9,0.03971,0.02136, 0.000E+00,0.0,0.0,0.0,-50.54,10.01,4.402,0.5797,0.2459,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.8,27.8,0.01429,0.0,70.0,0.01066,0.08859,2019-01-04 00:00:00
9,2.038,2.538,2.291,0.765,0.169,1016.0,136.7,0.03971,0.02289, 0.000E+00,0.0,0.0,0.0,-50.54,10.01,4.364,0.58,0.2438,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.43,28.04,0.01429,0.0,70.0,0.01075,0.08799,2019-01-04 01:00:00
